split,class,path,width,height,mode
training,Living room,dataset\training\Living room\image_0013.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0014.jpg,314,220,L
training,Living room,dataset\training\Living room\image_0015.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0020.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0021.jpg,319,220,L
training,Living room,dataset\training\Living room\image_0022.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0023.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0024.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0025.jpg,220,292,L
training,Living room,dataset\training\Living room\image_0027.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0032.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0033.jpg,291,220,L
training,Living room,dataset\training\Living room\image_0037.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0039.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0040.jpg,334,220,L
training,Living room,dataset\training\Living room\image_0041.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0042.jpg,308,220,L
training,Living room,dataset\training\Living room\image_0043.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0045.jpg,337,220,L
training,Living room,dataset\training\Living room\image_0046.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0047.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0049.jpg,308,219,L
training,Living room,dataset\training\Living room\image_0050.jpg,313,220,L
training,Living room,dataset\training\Living room\image_0055.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0056.jpg,328,220,L
training,Living room,dataset\training\Living room\image_0057.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0058.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0061.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0062.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0063.jpg,335,220,L
training,Living room,dataset\training\Living room\image_0064.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0065.jpg,220,220,L
training,Living room,dataset\training\Living room\image_0066.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0068.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0070.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0071.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0072.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0073.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0074.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0077.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0078.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0079.jpg,302,220,L
training,Living room,dataset\training\Living room\image_0081.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0082.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0083.jpg,220,312,L
training,Living room,dataset\training\Living room\image_0084.jpg,322,220,L
training,Living room,dataset\training\Living room\image_0086.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0087.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0088.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0090.jpg,333,220,L
training,Living room,dataset\training\Living room\image_0092.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0093.jpg,338,220,L
training,Living room,dataset\training\Living room\image_0094.jpg,220,260,L
training,Living room,dataset\training\Living room\image_0095.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0096.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0097.jpg,337,220,L
training,Living room,dataset\training\Living room\image_0098.jpg,332,220,L
training,Living room,dataset\training\Living room\image_0100.jpg,325,220,L
training,Living room,dataset\training\Living room\image_0101.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0102.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0104.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0105.jpg,333,220,L
training,Living room,dataset\training\Living room\image_0106.jpg,295,220,L
training,Living room,dataset\training\Living room\image_0107.jpg,378,220,L
training,Living room,dataset\training\Living room\image_0109.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0110.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0111.jpg,257,220,L
training,Living room,dataset\training\Living room\image_0112.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0113.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0114.jpg,286,220,L
training,Living room,dataset\training\Living room\image_0116.jpg,220,325,L
training,Living room,dataset\training\Living room\image_0117.jpg,332,220,L
training,Living room,dataset\training\Living room\image_0119.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0120.jpg,325,220,L
training,Living room,dataset\training\Living room\image_0122.jpg,352,220,L
training,Living room,dataset\training\Living room\image_0123.jpg,287,220,L
training,Living room,dataset\training\Living room\image_0124.jpg,328,220,L
training,Living room,dataset\training\Living room\image_0126.jpg,219,293,L
training,Living room,dataset\training\Living room\image_0129.jpg,220,303,L
training,Living room,dataset\training\Living room\image_0131.jpg,274,220,L
training,Living room,dataset\training\Living room\image_0132.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0134.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0135.jpg,340,220,L
training,Living room,dataset\training\Living room\image_0136.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0138.jpg,365,220,L
training,Living room,dataset\training\Living room\image_0140.jpg,341,220,L
training,Living room,dataset\training\Living room\image_0141.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0142.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0143.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0145.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0146.jpg,333,220,L
training,Living room,dataset\training\Living room\image_0147.jpg,336,220,L
training,Living room,dataset\training\Living room\image_0148.jpg,221,220,L
training,Living room,dataset\training\Living room\image_0150.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0152.jpg,304,220,L
training,Living room,dataset\training\Living room\image_0153.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0156.jpg,350,220,L
training,Living room,dataset\training\Living room\image_0159.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0160.jpg,220,293,L
training,Living room,dataset\training\Living room\image_0161.jpg,220,293,L
training,Living room,dataset\training\Living room\image_0163.jpg,334,220,L
training,Living room,dataset\training\Living room\image_0166.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0167.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0169.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0171.jpg,271,220,L
training,Living room,dataset\training\Living room\image_0173.jpg,328,220,L
training,Living room,dataset\training\Living room\image_0174.jpg,220,319,L
training,Living room,dataset\training\Living room\image_0175.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0176.jpg,331,219,L
training,Living room,dataset\training\Living room\image_0177.jpg,384,220,L
training,Living room,dataset\training\Living room\image_0179.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0180.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0181.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0182.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0183.jpg,351,220,L
training,Living room,dataset\training\Living room\image_0186.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0187.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0189.jpg,319,220,L
training,Living room,dataset\training\Living room\image_0191.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0194.jpg,305,220,L
training,Living room,dataset\training\Living room\image_0195.jpg,331,220,L
training,Living room,dataset\training\Living room\image_0196.jpg,220,289,L
training,Living room,dataset\training\Living room\image_0197.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0198.jpg,317,220,L
training,Living room,dataset\training\Living room\image_0202.jpg,328,220,L
training,Living room,dataset\training\Living room\image_0203.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0205.jpg,274,219,L
training,Living room,dataset\training\Living room\image_0206.jpg,326,220,L
training,Living room,dataset\training\Living room\image_0207.jpg,274,220,L
training,Living room,dataset\training\Living room\image_0210.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0213.jpg,353,220,L
training,Living room,dataset\training\Living room\image_0214.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0215.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0216.jpg,340,220,L
training,Living room,dataset\training\Living room\image_0218.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0219.jpg,220,391,L
training,Living room,dataset\training\Living room\image_0221.jpg,333,220,L
training,Living room,dataset\training\Living room\image_0222.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0224.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0225.jpg,292,220,L
training,Living room,dataset\training\Living room\image_0227.jpg,322,220,L
training,Living room,dataset\training\Living room\image_0228.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0230.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0234.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0235.jpg,334,220,L
training,Living room,dataset\training\Living room\image_0237.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0238.jpg,335,220,L
training,Living room,dataset\training\Living room\image_0239.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0240.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0241.jpg,225,220,L
training,Living room,dataset\training\Living room\image_0242.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0245.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0246.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0247.jpg,306,220,L
training,Living room,dataset\training\Living room\image_0249.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0250.jpg,329,220,L
training,Living room,dataset\training\Living room\image_0251.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0252.jpg,339,220,L
training,Living room,dataset\training\Living room\image_0254.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0256.jpg,333,220,L
training,Living room,dataset\training\Living room\image_0257.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0259.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0260.jpg,338,220,L
training,Living room,dataset\training\Living room\image_0262.jpg,328,220,L
training,Living room,dataset\training\Living room\image_0263.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0266.jpg,339,220,L
training,Living room,dataset\training\Living room\image_0268.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0270.jpg,219,327,L
training,Living room,dataset\training\Living room\image_0272.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0273.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0274.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0276.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0277.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0278.jpg,220,260,L
training,Living room,dataset\training\Living room\image_0279.jpg,293,219,L
training,Living room,dataset\training\Living room\image_0282.jpg,331,220,L
training,Living room,dataset\training\Living room\image_0283.jpg,330,220,L
training,Living room,dataset\training\Living room\image_0284.jpg,339,220,L
training,Living room,dataset\training\Living room\image_0285.jpg,293,220,L
training,Living room,dataset\training\Living room\image_0287.jpg,308,220,L
training,Living room,dataset\training\Living room\image_0288.jpg,277,220,L
training,Mountain,dataset\training\Mountain\image_0001.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0003.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0004.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0005.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0006.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0007.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0008.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0009.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0010.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0011.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0012.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0013.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0014.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0015.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0016.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0017.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0018.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0019.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0020.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0021.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0022.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0023.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0025.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0027.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0029.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0030.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0031.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0032.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0034.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0036.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0037.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0038.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0039.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0040.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0041.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0042.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0043.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0045.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0046.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0047.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0048.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0049.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0051.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0052.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0053.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0055.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0059.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0060.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0061.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0062.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0063.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0064.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0065.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0066.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0068.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0069.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0072.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0073.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0075.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0076.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0077.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0079.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0080.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0081.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0082.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0083.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0085.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0086.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0087.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0088.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0089.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0090.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0091.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0093.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0094.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0095.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0096.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0097.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0098.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0100.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0101.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0103.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0104.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0105.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0106.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0107.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0108.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0109.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0110.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0112.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0113.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0114.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0115.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0117.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0118.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0119.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0120.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0121.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0122.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0123.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0126.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0127.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0128.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0129.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0130.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0132.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0133.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0134.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0140.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0142.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0143.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0145.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0146.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0147.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0148.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0149.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0150.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0152.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0153.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0154.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0155.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0156.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0157.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0158.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0159.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0161.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0162.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0163.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0165.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0166.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0168.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0170.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0171.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0172.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0174.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0175.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0176.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0177.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0182.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0183.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0186.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0187.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0188.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0189.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0190.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0191.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0192.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0193.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0194.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0196.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0197.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0200.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0201.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0202.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0204.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0205.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0206.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0209.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0210.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0211.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0212.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0213.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0214.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0215.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0216.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0219.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0221.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0222.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0223.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0224.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0225.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0227.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0229.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0230.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0231.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0233.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0235.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0236.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0237.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0239.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0240.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0243.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0244.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0245.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0246.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0247.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0248.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0251.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0252.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0253.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0254.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0255.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0256.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0257.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0258.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0259.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0260.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0261.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0262.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0264.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0265.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0266.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0268.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0269.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0270.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0272.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0273.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0275.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0277.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0278.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0279.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0283.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0284.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0286.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0287.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0288.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0289.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0290.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0293.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0294.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0295.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0296.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0297.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0298.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0299.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0300.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0301.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0304.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0305.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0307.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0308.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0309.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0311.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0312.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0314.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0315.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0316.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0319.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0320.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0322.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0326.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0327.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0331.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0332.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0333.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0335.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0336.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0337.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0338.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0339.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0341.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0344.jpg,256,256,L
training,Mountain,dataset\training\Mountain\image_0348.jpg,256,256,L
